Genome,Deepest_taxonomy,Family_subfamily
SAMN02435859_p3,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN07192612_p2,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN07350470_p2,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN07350480_p7,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN12288798_p2,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN14752703_p6,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN17159947_p1,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN36689552_p1,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN40019047_p3,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN40160512_p3,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN45093038_p3,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN56681718_p2,novel_order_30_of_Caudoviricetes,novel_family_3_of_novel_order_30_of_Caudoviricetes
SAMN07739081_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN09386818_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN26741749_p4,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN44286666_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28767342_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN29939551_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN50800673_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMEA115017710_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN11287979_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12057825_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12168583_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12648323_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN13704165_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN14752702_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN16072611_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN29328593_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN36689570_p5,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN38494069_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN39525491_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40160521_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN53475254_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMEA7060543_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN05271497_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN17214697_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298695_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN20805055_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495055_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28767239_p4,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN39962933_p5,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40584503_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN44286534_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN50800672_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN56917237_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN56917242_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07337994_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07338114_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07338168_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12668396_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298680_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298706_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298710_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298716_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298729_p5,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298730_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18298736_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18385663_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN24907466_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28494981_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495033_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495039_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495049_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495051_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28767223_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28767313_p6,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN32406564_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN32407619_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN35628445_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40560757_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40571797_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40571798_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40574011_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40575456_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40584489_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40891661_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN42940264_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN45047349_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN46862179_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN47931905_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN48588026_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN51861946_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN52650543_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN54210353_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN02603960_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06169655_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07338049_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07338106_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN13023393_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN15597503_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN20805033_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN32406675_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40561775_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN42622379_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN31132893_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN05302750_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06484414_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN31656026_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN31656038_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMEA7061698_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN14081013_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN53840719_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMEA8103036_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN18238027_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN44841005_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12288745_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06066420_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06158907_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06909310_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN07337992_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN35346012_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN02470293_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN10362064_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN11039182_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN26982640_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28767231_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN41079253_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40627813_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN51861954_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN47871284_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN02912085_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN02708867_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN03571538_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06013680_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06013686_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN06184571_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12816916_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN17298282_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN30916808_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN35557954_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN48586877_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12648275_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12648294_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN20805043_p6,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN20805044_p5,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28672590_p4,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN33268487_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN38736038_p3,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN40571708_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN48586870_p2,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN48586876_p4,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN12648298_p4,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN10601626_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN28495032_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN44731497_p1,novel_order_30_of_Caudoviricetes,novel_family_4_of_novel_order_30_of_Caudoviricetes
SAMN08634427_p1,novel_order_30_of_Caudoviricetes,novel_family_5_of_novel_order_30_of_Caudoviricetes
SAMN11522370_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN33423629_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN07338223_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN07739070_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN15755100_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN28767274_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN47931951_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN52217892_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN13023390_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN42940265_p3,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN42940266_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMEA112324424_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN07337847_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN17384693_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN32406741_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN35346012_p3,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN53906729_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN19957698_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN10963619_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN45916484_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN40604319_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN10397789_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN15206675_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN17214697_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN28767244_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN28767349_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN40566114_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN40717405_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN53906728_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN30916803_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN40604357_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN44286691_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN04296643_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN15763356_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN20804979_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN20805065_p2,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN36689567_p1,novel_order_30_of_Caudoviricetes,novel_family_6_of_novel_order_30_of_Caudoviricetes
SAMN41000926_p1,novel_order_30_of_Caudoviricetes,novel_family_7_of_novel_order_30_of_Caudoviricetes
SAMN53840714_p1,novel_order_30_of_Caudoviricetes,novel_family_7_of_novel_order_30_of_Caudoviricetes
SAMEA115015365_p2,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN12668394_p2,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN02470293_p3,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN05418054_p1,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN09386758_p1,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN13023390_p4,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN14081013_p3,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN17188296_p1,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN40643599_p2,novel_order_30_of_Caudoviricetes,novel_family_8_of_novel_order_30_of_Caudoviricetes
SAMN14923070_p3,novel_order_32_of_Caudoviricetes,novel_family_4_of_novel_order_32_of_Caudoviricetes
SAMN14087148_p1,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN15597496_p1,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN12057861_p1,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN15763361_p2,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN16268016_p1,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN20805042_p1,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN29395242_p2,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN48586876_p3,novel_order_36_of_Caudoviricetes,novel_family_19_of_novel_order_36_of_Caudoviricetes
SAMN15597501_p1,novel_order_59_of_Caudoviricetes,novel_family_0_of_novel_order_59_of_Caudoviricetes
SAMN42149898_p2,novel_order_59_of_Caudoviricetes,novel_family_0_of_novel_order_59_of_Caudoviricetes
SAMN24907460_p5,novel_order_59_of_Caudoviricetes,novel_family_0_of_novel_order_59_of_Caudoviricetes
SAMN54286609_p2,novel_order_6_of_Caudoviricetes,novel_family_6_of_novel_order_6_of_Caudoviricetes
SAMN08329233_p1,Peduoviridae,novel_subfamily_0_of_Peduoviridae
SAMN44286414_p2,Peduoviridae,novel_subfamily_0_of_Peduoviridae
SAMN05418043_p6,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA12312935_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN08805478_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN08810099_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN09537147_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMD00019138_p1,Peduoviridae,novel_subfamily_0_of_Peduoviridae
SAMN09386766_p3,Peduoviridae,novel_subfamily_0_of_Peduoviridae
SAMD00046905_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA4530654_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN03996261_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN03996261_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN06209376_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN09208625_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN09355280_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN10702681_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648259_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648261_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648275_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648294_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648297_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12648305_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN14307063_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN15763358_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN15763361_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593211_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593212_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593214_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593215_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593218_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24593223_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN28672590_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN29395242_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN32407627_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN35555507_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN38736038_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586870_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586871_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586871_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586872_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586875_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMD00178443_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN30308487_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN45842236_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362337_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN06169655_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07338005_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN20805069_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32406675_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32406750_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32411288_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40573640_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40574063_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN43405762_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN44286688_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN53840721_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN56917247_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMEA117660431_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN04221167_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
