gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
FHTOUPJA_CDS_0073	34107	34946	+	SAMN53906728_p2	-7328.152	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4226	230.885254	2.35556505942984E-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	4226	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0074	34956	35699	+	SAMN53906728_p2	-2651.253	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	48	205.368988	3.57575685460866E-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	48	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0076	35849	36223	+	SAMN53906728_p2	-93.93416	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3737	142.049835	4.69218474410275E-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	3737	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0079	36947	37609	+	SAMN53906728_p2	-1174.617	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23820	289.648743	3.66825227214056E-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	23820	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0082	38797	39939	+	SAMN53906728_p2	-6755630	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23	244.059052	5.62035068014769E-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	23	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0084	40559	40861	+	SAMN53906728_p2	-167.7524	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	103	91.650818	5.37688714171383E-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	103	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0085	40879	41016	+	SAMN53906728_p2	-7.685151	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	6416	48.931805	8.17528471288578E-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	6416	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FHTOUPJA_CDS_0086	41092	43704	+	SAMN53906728_p2	-12866560000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	28	378.7948	1.96716460276321E-112	No_custom_HMM	No_custom_HMM	No_custom_HMM	28	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0041	16268	15291	-	SAMN53906729_p2	-691615.1	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	52	361.612427	2.16757938249091E-107	No_custom_HMM	No_custom_HMM	No_custom_HMM	52	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0042	16490	16272	-	SAMN53906729_p2	-40.46281	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	46	93.287903	2.36602263860467E-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	46	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0043	16908	16480	-	SAMN53906729_p2	-363.0253	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	76	116.84935	2.67636111694426E-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	76	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0044	19221	16912	-	SAMN53906729_p2	-318326300000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	28	399.795776	8.99150487667405E-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	28	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0045	19416	19261	-	SAMN53906729_p2	-7.912425	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	6416	62.198177	5.84917544709332E-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	6416	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0046	19685	19437	-	SAMN53906729_p2	-124.3431	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	103	90.487328	1.23349222170418E-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	103	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0048	21785	20301	-	SAMN53906729_p2	-563925300	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23	227.888626	4.48867383396935E-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	23	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0051	24086	22077	-	SAMN53906729_p2	-2034811000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1780	167.22551	1.36828388653936E-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	1780	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail collar fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0052	24816	24091	-	SAMN53906729_p2	-1377.545	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	48	210.935287	7.33515459912671E-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	48	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0053	25951	24809	-	SAMN53906729_p2	-12190120	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4226	203.945007	4.04815591095158E-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	4226	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0054	26297	25932	-	SAMN53906729_p2	-171.7838	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	43	74.905106	8.63891878865683E-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	43	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MBQVAQRH_CDS_0057	27880	27074	-	SAMN53906729_p2	-176830.1	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9992	133.097778	2.16005909961977E-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	9992	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0022	12787	9974	-	SAMN54210353_p3	-189672600000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	469	759.249817	1.15644034101529E-227	No_custom_HMM	No_custom_HMM	No_custom_HMM	469	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0023	13232	12747	-	SAMN54210353_p3	-1308.123	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	329	43.865074	1.98607443241592E-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	329	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0024	13708	13172	-	SAMN54210353_p3	-148.0785	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	396	132.819565	1.86058939837443E-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	396	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0028	19677	17530	-	SAMN54210353_p3	-2602041000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2854	486.137848	5.75288964201472E-145	No_custom_HMM	No_custom_HMM	No_custom_HMM	2854	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0029	20074	19742	-	SAMN54210353_p3	-29.90242	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	39	90.37468	1.96542072176704E-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	39	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0030	20571	20098	-	SAMN54210353_p3	-202.1752	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	42	67.594597	2.32065223323343E-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	42	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0031	21071	20574	-	SAMN54210353_p3	-329.1494	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	41	168.982452	2.70585692950184E-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	41	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TTLLYJRW_CDS_0034	22432	22142	-	SAMN54210353_p3	-80.10399	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	153	72.732056	3.59348051284406E-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	153	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0046	25415	26323	+	SAMN55333167_p1	-2365.474	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	290	109.516197	4.63770188626783E-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	290	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0047	26393	26722	+	SAMN55333167_p1	-468.3998	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	569	63.686954	4.70931902557795E-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	569	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0048	26728	27054	+	SAMN55333167_p1	-21.14834	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	680	58.310242	1.37016237178522E-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	680	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0049	27041	29884	+	SAMN55333167_p1	-2474349000000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	339	309.428009	1.30639786344689E-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	339	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0050	29885	30490	+	SAMN55333167_p1	-4906.931	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1302	114.699905	7.60520525553647E-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	1302	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	distal tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0051	30500	31093	+	SAMN55333167_p1	-18023.52	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2048	150.718307	1.11588695830552E-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	2048	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0036	21919	20666	-	SAMN55333169_p2	-1010680	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	6	203.743912	9.58556098405087E-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	6	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0037	22863	21841	-	SAMN55333169_p2	-156029	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	52	177.719284	9.57327532739541E-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	52	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0038	23084	22851	-	SAMN55333169_p2	-16.60647	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	46	33.387691	7.83686191712286E-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	46	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0039	23482	23081	-	SAMN55333169_p2	-65.32762	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	76	77.643059	2.4132113690723E-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	76	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0046	27286	28077	+	SAMN55333169_p2	-16420.7	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9992	59.074894	9.17509067622861E-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	9992	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0047	28206	28550	+	SAMN55333169_p2	-161.0604	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	43	64.84613	1.11969619426952E-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	43	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0048	28628	30469	+	SAMN55333169_p2	-1087669000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23	202.473801	2.27550836942232E-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	23	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0066	42936	40657	-	SAMN55333169_p2	-5111776000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1272	50.713573	1.23182630922651E-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	1272	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0069	43644	44903	+	SAMN55333169_p2	-1039942	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	48	131.305771	1.02979606628364E-37	No_custom_HMM	No_custom_HMM	No_custom_HMM	48	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0070	44896	46287	+	SAMN55333169_p2	-25248900	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	295	127.535759	1.52538739715654E-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	295	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0025	17051	17557	+	SAMN56417361_p3	-4739.672	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9992	101.443787	1.02520922173824E-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	9992	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0028	17854	18201	+	SAMN56417361_p3	-1040.144	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	43	70.658875	1.77995718633374E-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	43	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0029	18276	19064	+	SAMN56417361_p3	-7421.332	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4226	187.61911	3.96094150147541E-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	4226	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0030	19064	19714	+	SAMN56417361_p3	-1835.35	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	48	175.729767	3.47813800332649E-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	48	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0031	19711	20949	+	SAMN56417361_p3	-1040844	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1780	116.247986	3.50831711682984E-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	1780	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail collar fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0032	20963	21493	+	SAMN56417361_p3	-4460.305	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3916	200.552597	4.26333667602012E-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	3916	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber assembly	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0033	21581	22747	+	SAMN56417361_p3	-1763115	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23	269.729431	9.27528332347886E-80	No_custom_HMM	No_custom_HMM	No_custom_HMM	23	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0035	23281	23637	+	SAMN56417361_p3	-241.8268	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	166	55.427883	1.37086253078985E-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	166	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0036	23710	25851	+	SAMN56417361_p3	-13342890000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	973	216.717972	1.09834434763484E-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	973	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0037	25861	26253	+	SAMN56417361_p3	-1041.021	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	76	153.228134	2.16110990158552E-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	76	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0038	26256	26462	+	SAMN56417361_p3	-8.497387	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	46	65.48243	9.35398821870583E-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	46	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
YCQWLREL_CDS_0039	26453	27457	+	SAMN56417361_p3	-13560290	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	52	276.18515	1.53395957711566E-81	No_custom_HMM	No_custom_HMM	No_custom_HMM	52	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0006	3679	2669	-	SAMN56501506_p2	-1090079	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	52	345.420776	1.71981677388863E-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	52	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0007	3876	3670	-	SAMN56501506_p2	-14.18875	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	46	95.477913	4.97628389623072E-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	46	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0008	4255	3860	-	SAMN56501506_p2	-113.9842	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	76	141.184784	1.01628994829812E-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	76	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0011	6442	6140	-	SAMN56501506_p2	-263.0161	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	166	71.133308	2.12014800817109E-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	166	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0013	8475	7009	-	SAMN56501506_p2	-3655263	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23	405.567871	6.10192075555152E-121	No_custom_HMM	No_custom_HMM	No_custom_HMM	23	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0014	9088	8564	-	SAMN56501506_p2	-9870.092	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3916	305.065765	3.49147131983378E-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	3916	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber assembly	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0015	10341	9088	-	SAMN56501506_p2	-50172.51	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4398	675.631409	1.1598656313291E-202	No_custom_HMM	No_custom_HMM	No_custom_HMM	4398	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0016	10852	10295	-	SAMN56501506_p2	-3563.558	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	48	144.149246	1.31225175483799E-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	48	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0017	11730	10852	-	SAMN56501506_p2	-66489.96	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4226	211.303558	2.27969581445134E-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	4226	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0018	12068	11727	-	SAMN56501506_p2	-66.12227	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	43	146.914902	4.5061826229823E-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	43	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SALGYHVO_CDS_0019	12717	12070	-	SAMN56501506_p2	-3044.341	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9992	142.584167	2.71994360059075E-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	9992	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
